idx,nom_rue,highway,longueur_m,largeur_m,hauteur_bat_m,nb_batiments,ratio_hw,h_canyon_m,vent_eff,total_emit,concentration,delta_T,heure,pblh_m
350,Ruelle sans nom (segment 350),residential,52.35457276385612,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
351,Ruelle sans nom (segment 351),residential,11.449965882540928,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
352,Ruelle sans nom (segment 352),residential,192.07982790291337,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
353,Ngõ 1 Văn Hội,residential,18.59222485296444,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
354,Ngách 56/16 Phố Lê Văn Hiến,residential,34.009985733321656,8,12.0,8,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
355,Ruelle sans nom (segment 355),residential,82.74173032715728,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
356,Ruelle sans nom (segment 356),residential,46.395797728470924,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
357,Ngõ 186 Tân Phong,residential,43.876309356766676,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
358,Ngõ 186 Tân Phong,residential,45.48744158073635,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
359,Ruelle sans nom (segment 359),residential,25.751467163364776,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
360,Ruelle sans nom (segment 360),residential,88.46426436858431,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
361,Ruelle sans nom (segment 361),residential,37.48200040209037,8,10.0,3,1.25,22.5,0.96,0.02125,12.24,0.83,14,1037
362,Ruelle sans nom (segment 362),residential,37.9963079477786,8,10.5,2,1.31,24.3,0.94,0.02125,11.66,0.86,14,1037
363,Ruelle sans nom (segment 363),residential,42.44082797249835,8,9.375,8,1.17,20.4,1.0,0.02125,13.06,0.79,14,1037
364,Ruelle sans nom (segment 364),residential,41.516749224242844,8,9.0,1,1.12,19.1,1.02,0.02125,13.6,0.77,14,1037
365,Ruelle sans nom (segment 365),residential,52.73412772032259,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
366,Ruelle sans nom (segment 366),residential,36.93779680796947,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
367,Ruelle sans nom (segment 367),residential,25.304041953154886,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
368,Ngõ 521 Đường Cổ Nhuế,residential,34.81684633717445,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
369,Ngõ 521 Đường Cổ Nhuế,residential,65.15650346843994,8,10.0,3,1.25,22.5,0.96,0.02125,12.24,0.83,14,1037
370,Ruelle sans nom (segment 370),residential,36.51638734882728,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
371,Ruelle sans nom (segment 371),residential,73.13355175321873,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
372,Ruelle sans nom (segment 372),residential,29.90514643548145,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
373,Ruelle sans nom (segment 373),residential,14.13398446499892,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
374,Ruelle sans nom (segment 374),residential,56.46177235467579,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
375,Ngõ 521 Đường Cổ Nhuế,residential,13.684214059078124,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
376,Ruelle sans nom (segment 376),residential,63.131346624061564,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
377,Ngõ 521 Đường Cổ Nhuế,residential,19.8278954942048,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
378,Ruelle sans nom (segment 378),residential,19.495757826407765,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
379,Ruelle sans nom (segment 379),residential,37.97715071487337,8,45.0,1,5.62,298.1,0.33,0.02125,7.82,3.02,14,1037
380,Ruelle sans nom (segment 380),residential,37.18418798718245,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
381,Ruelle sans nom (segment 381),residential,26.34951506073747,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
382,Ruelle sans nom (segment 382),residential,92.66526509780746,8,45.0,1,5.62,298.1,0.33,0.02125,7.82,3.01,14,1037
383,Ruelle sans nom (segment 383),residential,50.44987188820144,8,45.0,1,5.62,298.1,0.33,0.02125,7.82,3.02,14,1037
384,Ngõ 521 Đường Cổ Nhuế,residential,99.19313876575958,8,15.666666666666666,9,1.96,46.3,0.73,0.02125,7.81,1.18,14,1037
385,Ngõ 521 Đường Cổ Nhuế,residential,32.82015901438875,8,9.6,5,1.2,21.1,0.99,0.02125,12.75,0.81,14,1037
386,đường ăn phở,unclassified,8.470865198108449,8,10.2,5,1.27,23.2,0.95,0.02125,12.0,0.85,14,1037
387,Ruelle sans nom (segment 387),residential,38.69381167088537,8,7.5,2,0.94,14.5,1.12,0.02125,16.32,0.68,14,1037
388,Ruelle sans nom (segment 388),residential,73.77116010992218,8,7.5,2,0.94,14.5,1.12,0.02125,16.32,0.67,14,1037
389,Ruelle sans nom (segment 389),residential,62.418100381641544,8,43.5,2,5.44,280.0,0.34,0.02125,7.6,2.92,14,1037
390,Ruelle sans nom (segment 390),residential,252.92100985304143,8,44.25,8,5.53,289.0,0.33,0.02125,7.71,2.94,14,1037
391,Ngõ 562 Phố Trần Cung,residential,193.66507570202717,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
392,Ruelle sans nom (segment 392),residential,57.16961972878774,8,12.0,3,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
393,Ruelle sans nom (segment 393),residential,53.66541822466285,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
394,Ngõ 87 Đường Tân Xuân,residential,231.30333820779555,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
395,Phố Văn Hội,residential,176.5743560457763,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
396,Đường Phạm Văn Đồng,primary,419.2663670382057,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.07,14,1037
397,Đường Phạm Văn Đồng,primary,131.4138632896984,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.11,14,1037
398,Phố Viên,tertiary,113.21453325446674,12,12.0,2,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
399,Phố Viên,tertiary,67.28605789782716,12,12.0,12,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
400,đường 17,residential,35.60560022176205,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
401,Ruelle sans nom (segment 401),residential,35.25742595443026,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
402,Ruelle sans nom (segment 402),residential,14.645576070925964,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
403,Phố Tân Phong,residential,171.40035952632095,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
404,Phố Viên,tertiary,663.7066027548221,12,12.0,4,1.0,24.0,1.08,0.08417,26.94,1.25,14,1037
405,Ruelle sans nom (segment 405),residential,56.82685467711838,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
406,Ruelle sans nom (segment 406),residential,90.72233313569609,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
407,Ruelle sans nom (segment 407),residential,33.52939020607326,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
408,Ruelle sans nom (segment 408),residential,213.57962515755648,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
409,Ngõ 309 Đường Phú Diễn,residential,426.09057336912474,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.91,14,1037
410,Ruelle sans nom (segment 410),residential,32.05750007239611,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
411,Ruelle sans nom (segment 411),residential,17.820549710821744,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
412,Ruelle sans nom (segment 412),residential,53.21328405743171,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
413,Ruelle sans nom (segment 413),residential,50.03843090812512,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
414,Ruelle sans nom (segment 414),residential,138.927882057751,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
415,Ruelle sans nom (segment 415),residential,104.84865240224262,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
416,Ruelle sans nom (segment 416),residential,41.96872379325446,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
417,Ruelle sans nom (segment 417),residential,92.7582927985245,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
418,Ruelle sans nom (segment 418),residential,75.41536104981681,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
419,Ruelle sans nom (segment 419),unclassified,31.192133255125068,8,12.0,7,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
420,Phố Viên,tertiary,107.15090956387739,12,12.0,13,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
421,Ruelle sans nom (segment 421),unclassified,53.672226666163446,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
422,Ruelle sans nom (segment 422),residential,15.833272105666067,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
423,Ruelle sans nom (segment 423),residential,37.58483007858379,8,81.0,1,10.12,901.1,0.2,0.02125,13.13,5.27,14,1037
424,Ruelle sans nom (segment 424),residential,9.866744177085783,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
425,Ruelle sans nom (segment 425),residential,192.90360783431237,8,75.0,3,9.38,778.1,0.21,0.02125,12.25,4.87,14,1037
426,Ruelle sans nom (segment 426),residential,33.5894697157519,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
427,Phố Nguyễn Đình Tứ,tertiary,293.7767685772242,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.3,14,1037
428,Ruelle sans nom (segment 428),residential,96.08739841700861,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
429,Ruelle sans nom (segment 429),residential,139.44318892366996,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
430,Ruelle sans nom (segment 430),residential,72.54676973454463,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
431,Đường Phạm Văn Đồng,primary,57.66834907305417,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.12,14,1037
432,Ruelle sans nom (segment 432),residential,93.4720454078194,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
433,Ruelle sans nom (segment 433),residential,84.74225486349825,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
434,Ruelle sans nom (segment 434),residential,53.86799916595806,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
435,Ruelle sans nom (segment 435),residential,54.73687190260824,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
436,Ruelle sans nom (segment 436),residential,40.567483726793945,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
437,Ruelle sans nom (segment 437),residential,40.20736354599747,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
438,Ruelle sans nom (segment 438),residential,162.07247327038522,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
439,Ruelle sans nom (segment 439),residential,111.39108216922861,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
440,Ruelle sans nom (segment 440),residential,77.30246116455736,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
441,Ruelle sans nom (segment 441),residential,7.4201982258736745,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
442,Ruelle sans nom (segment 442),residential,7.989627635612139,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
443,Ngõ 22 Đường Đức Thắng,residential,9.229664359998761,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
444,Ruelle sans nom (segment 444),residential,30.80110356296112,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
445,Ngõ 309 Đường Phú Diễn,residential,50.59438329326416,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
446,Ngách 309/39 Đường Phú Diễn,residential,70.20586558115964,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
447,Đường Phạm Văn Đồng,primary,19.199863480954132,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.13,14,1037
448,Đường Phạm Văn Đồng,primary,135.5276618623789,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.11,14,1037
449,Ruelle sans nom (segment 449),residential,36.31398699785403,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
450,Đường Sông Nhuệ,residential,118.0616870393659,8,11.4375,16,1.43,27.8,0.89,0.02125,10.7,0.91,14,1037
451,Đường Phạm Văn Đồng,primary,9.065437158213497,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.13,14,1037
452,Ruelle sans nom (segment 452),residential,40.36441103156459,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
453,Ruelle sans nom (segment 453),primary_link,25.80023941110768,10,12.0,0,1.2,26.4,0.99,0.01417,5.44,0.74,14,1037
454,Đường Phạm Văn Đồng,primary,159.1271914547189,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.11,14,1037
455,Đường Phạm Văn Đồng,primary,271.98664825354155,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.09,14,1037
456,Ngõ 523 Đường Cổ Nhuế,residential,87.85317387544325,8,28.5,2,3.56,130.0,0.48,0.02125,5.39,1.98,14,1037
457,Ruelle sans nom (segment 457),residential,18.098294430528664,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
458,Đường Hoàng Tăng Bí,tertiary,17.615236729507778,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.34,14,1037
459,Ruelle sans nom (segment 459),tertiary,1285.4274823115632,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.17,14,1037
460,Phố Nguyễn Đình Tứ,tertiary,8.90269530068524,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.34,14,1037
461,Ruelle sans nom (segment 461),tertiary,1278.4831084890588,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.17,14,1037
462,Ruelle sans nom (segment 462),residential,136.93698136539658,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
463,Ruelle sans nom (segment 463),residential,21.105312880496967,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
464,Ruelle sans nom (segment 464),residential,204.89808142084246,8,12.0,16,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
465,Tây Thăng Long,secondary,115.38938044121397,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.74,14,1037
466,Ruelle sans nom (segment 466),residential,76.99615671491831,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
467,Ruelle sans nom (segment 467),residential,24.624233209901174,8,75.0,1,9.38,778.1,0.21,0.02125,12.25,4.9,14,1037
468,Tây Thăng Long,secondary,510.005074536017,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.69,14,1037
469,Đường Tây Thăng Long,secondary,17.67919953449278,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.75,14,1037
470,Tây Thăng Long,secondary,150.07879850602046,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.73,14,1037
471,Đường Phạm Văn Đồng,primary,119.98396576198738,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.11,14,1037
472,Đường Phạm Văn Đồng,primary,734.2170774308352,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.03,14,1037
473,Đường Phạm Văn Đồng,primary,171.5628189734861,20,12.0,1,0.6,19.2,1.36,0.18278,35.1,2.1,14,1037
474,Đường Phạm Văn Đồng,primary,124.79358656340492,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.11,14,1037
475,Tây Thăng Long,secondary,62.086171575946814,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.75,14,1037
476,Ruelle sans nom (segment 476),secondary_link,11.519790292544386,10,12.0,0,1.2,26.4,0.99,0.01417,5.44,0.74,14,1037
477,Ngõ 22 Đường Đức Thắng,residential,15.759220643439887,8,12.0,9,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
478,Ngõ 22 Đường Đức Thắng,residential,29.633340494916162,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
479,Ruelle sans nom (segment 479),residential,4.619051981466346,8,78.0,2,9.75,838.5,0.2,0.02125,12.69,5.09,14,1037
480,Tây Thăng Long,secondary,242.9551988966142,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.72,14,1037
481,Ruelle sans nom (segment 481),residential,18.029265340689214,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
482,Ruelle sans nom (segment 482),residential,49.855797521552134,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
483,Ruelle sans nom (segment 483),residential,312.94664766692546,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.92,14,1037
484,Đường Tây Thăng Long,secondary,695.5209182999835,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.66,14,1037
485,Ruelle sans nom (segment 485),residential,192.8458119491695,8,76.5,4,9.56,808.0,0.21,0.02125,12.47,4.97,14,1037
486,Ruelle sans nom (segment 486),residential,94.35184153198131,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
487,Ruelle sans nom (segment 487),residential,91.71093749633285,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
488,Ruelle sans nom (segment 488),residential,135.38443577715526,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
489,Ruelle sans nom (segment 489),residential,93.75992988836292,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
490,Ruelle sans nom (segment 490),residential,55.46272892831694,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
491,Ruelle sans nom (segment 491),residential,49.53049557763174,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
492,Ruelle sans nom (segment 492),residential,53.30905458852745,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
493,Ruelle sans nom (segment 493),residential,93.8049176150642,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
494,Ruelle sans nom (segment 494),residential,83.98423649882511,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
495,Ruelle sans nom (segment 495),residential,54.83464597813396,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
496,Ruelle sans nom (segment 496),residential,47.90596351582515,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
497,Ruelle sans nom (segment 497),residential,48.60352037995655,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
498,Ruelle sans nom (segment 498),residential,47.63896037148999,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
499,Ruelle sans nom (segment 499),unclassified,179.84695318812715,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
500,Tây Thăng Long,secondary,120.67281494998724,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.74,14,1037
0,Ngõ 87 Đường Tân Xuân,residential,7.431604308921684,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
1,Ngõ 85 Đường Tân Xuân,residential,261.33732697076476,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
2,Đường Tân Xuân,secondary,64.1155671139473,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.17,22,170
3,Phố Viên,tertiary,46.32053804369866,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
4,Đường Cầu Noi,tertiary,397.33561828021703,12,12.0,1,1.0,24.0,0.95,0.0491,32.31,0.94,22,170
5,Đường Phan Bá Vành,tertiary,353.50646222840555,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.94,22,170
6,Cầu Noi,tertiary,114.91459032965052,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
7,Đường Cổ Nhuế,secondary,728.4521787721933,16,10.8,10,0.68,18.1,1.13,0.08045,35.6,1.04,22,170
8,Đường Cầu Noi,tertiary,273.5496442669747,12,12.0,2,1.0,24.0,0.95,0.0491,32.31,0.95,22,170
9,Đường Cổ Nhuế,secondary,183.83368356311726,16,11.590909090909092,22,0.72,20.0,1.1,0.08045,35.72,1.14,22,170
10,Ngõ 392 Đường Cổ Nhuế,residential,248.78674534764374,8,10.8,5,1.35,25.4,0.81,0.0124,14.21,0.77,22,170
11,Ngõ 43 Đường Cổ Nhuế,residential,274.79955257781944,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
12,Đường Cổ Nhuế,secondary,231.3087971897013,16,12.0,5,0.75,21.0,1.09,0.08045,35.82,1.15,22,170
13,Đường Phạm Văn Đồng,primary,653.1537412211962,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.28,22,170
14,Đường Phạm Văn Đồng,primary,392.0420914866389,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.31,22,170
15,Đường Cổ Nhuế,secondary,165.64174986402298,16,12.0,11,0.75,21.0,1.09,0.08045,35.82,1.16,22,170
16,Phố Nguyễn Đình Tứ,tertiary,379.0403801488728,12,12.0,4,1.0,24.0,0.95,0.0491,32.31,0.94,22,170
17,Đường Đức Thắng,secondary,246.6444822640605,16,12.0,1,0.75,21.0,1.09,0.08045,35.82,1.15,22,170
18,Phố Viên,tertiary,200.65259112167843,12,12.0,2,1.0,24.0,0.95,0.0491,32.31,0.96,22,170
19,Đường Đức Thắng,secondary,57.881890610648455,16,12.0,8,0.75,21.0,1.09,0.08045,35.82,1.17,22,170
20,Ruelle sans nom (segment 20),residential,210.65765379078826,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
21,Đường Đức Thắng,secondary,31.633849093310815,16,12.0,7,0.75,21.0,1.09,0.08045,35.82,1.18,22,170
22,Đường Lê Văn Hiến,tertiary,243.67768999454475,12,12.0,72,1.0,24.0,0.95,0.0491,32.31,0.96,22,170
23,Phố Viên,tertiary,94.50782529336368,12,12.0,1,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
24,Ruelle sans nom (segment 24),residential,116.19526947973388,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
25,Phố Viên,tertiary,190.13235581070657,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.97,22,170
26,Ruelle sans nom (segment 26),residential,3.498712557738033,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
27,Ngõ 119 Đường Cổ Nhuế,residential,20.32099804289561,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
28,Ngõ 119 Đường Cổ Nhuế,residential,224.71830886461947,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
29,Ngách 43/ Cổ Nhuế,residential,5.211547382507359,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
30,Ngõ 119 Đường Cổ Nhuế,residential,107.62174748351161,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
31,Đường Phạm Văn Đồng,primary,248.88868666138313,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.33,22,170
32,Phố Phạm Tiến Duật,residential,22.95381950443031,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
33,Phố Phạm Tiến Duật,residential,29.112434831070598,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
34,Ruelle sans nom (segment 34),tertiary,40.849867440166534,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.99,22,170
35,Ruelle sans nom (segment 35),residential,112.29636313306482,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
36,Ruelle sans nom (segment 36),tertiary,139.93499517812313,12,12.0,1,1.0,24.0,0.95,0.0491,32.31,0.97,22,170
37,Ruelle sans nom (segment 37),residential,30.0330582021372,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
38,Ruelle sans nom (segment 38),residential,29.476128650695504,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
39,Ruelle sans nom (segment 39),residential,54.279713132519916,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
40,Ruelle sans nom (segment 40),residential,29.747847698075855,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
41,Ruelle sans nom (segment 41),residential,19.318759289986524,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
42,Ruelle sans nom (segment 42),residential,105.48519749892114,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
43,Ruelle sans nom (segment 43),residential,62.196022975535044,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
44,Ruelle sans nom (segment 44),residential,25.19765737971533,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
45,Đường Phạm Văn Đồng,primary,26.978962810836634,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.36,22,170
46,Phố Trần Cung,secondary,23.608574984217846,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.18,22,170
47,Đường Đức Thắng,secondary,216.92919026772898,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.15,22,170
48,Đường Đức Thắng,secondary,368.8029360573254,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.13,22,170
49,Ruelle sans nom (segment 49),residential,88.2043337196852,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
50,Đường Hoàng Tăng Bí,tertiary,385.40503449083576,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.94,22,170
51,Đường Tân Xuân,secondary,111.01715326795349,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.16,22,170
52,Đường Đức Thắng,secondary,185.77596670180512,16,12.0,1,0.75,21.0,1.09,0.08045,35.82,1.15,22,170
53,Đường Đức Thắng,secondary,175.2382225439117,16,12.0,1,0.75,21.0,1.09,0.08045,35.82,1.16,22,170
54,đường 24,residential,323.98562291246765,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.83,22,170
55,Đường Lê Văn Hiến,tertiary,6.87312610814756,12,12.0,15,1.0,24.0,0.95,0.0491,32.31,0.99,22,170
56,Đường Lê Văn Hiến,tertiary,95.4333391989522,12,12.0,23,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
57,Ngõ 59 Lê Văn Hiến,residential,294.1493051866413,8,13.038461538461538,26,1.63,34.3,0.72,0.0124,15.05,0.9,22,170
58,Ruelle sans nom (segment 58),residential,26.046494433265323,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
59,Phố Tân Phong,residential,340.3403376717469,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.83,22,170
